1,1,1,3,6,93,Furnizimi dhe montimi i sistemit të kamerave të sigurisë te Gjendja Civile dhe te Zyra Pritëse si dhe te Muzeu dhe Galeria në Ferizaj,10.02.2012,5035.6,5035.6,0,"SHPK. ,,KOS-ING,,",PRISHTINË,2,1,1
1,2,2,3,6,60,"LOT-I- Kontrollimi teknik i automjeteve të Komunës,QKMF, QPS dhe BZ, në Ferizaj",14.02.2012,2250,0,410,"Ganirosha,, Sh.p.k",FERIZAJ,1,1,1
1,3,2,3,6,60,"LOT-II- Sigurimi i automjeteve të Komunës, QKMF, QPS dhe BZ, të Komunës së Ferizajt",14.02.2012,2240,0,2869.4,Siguria sh.a.,PRISHTINË,2,1,1
1,4,2,3,6,74,Hartimi i tri detyrave projektuese për projektet kapitale të Komunës së Ferizajt,15.02.2012,4000,4000,0,"N.SH. Byro Proojektimi ,,Diagonal,,",FERIZAJ,1,1,1
1,5,1,3,1,93,Sigurimi fizik i objektit të Komunës dhe objekteve të QKMF-së në Ferizaj,01.03.2012,82700,0,5167.92,",,Rojet e Nderit,, sh.p.k.",PRISHTINË,2,1,1
1,6,2,3,1,72,"Pastrimi dhe mirëmbajtja e objektit të Komunës,Dispanzerit, Qendra nr.2, Qendra nr.4 dhe QPS-së në Ferizaj",01.03.2012,0,aneks kontratë,4683.87,"SHPK. ,,Scorpion,,",VITI,2,1,1
2,7,2,2,1,93,Dhënja me qira e tregut të gjelbër në Ferizaj me sipërfaqe 22081 m2,12.03.2012,0,92400,0,",,ELRON,, SH.P.K.",FERIZAJ,1,1,1
2,8,2,2,1,93,"Shërbime konsulente, këshilldhënëse për ngritjen e efikasitetit dhe efektivitetit të Njësisë së zhe. sidomos në fushën e përmbushjes së aplikacioneve për përfitimin e granteve nga Komisioni Evropian",07.03.2012,7500,7500,0,"N.SH.T-Consulting,,",GJILAN,2,1,1
1,9,2,3,6,28,Furnizimi me rafta metalik për nevojat e arkivës së Komunës,14.03.2012,4580,4580,0,"NTP. ,,VËRBANI,,",FERIZAJ,1,1,1
"1,2",10,2,2,1,31,Blerja e automjeteve për Administratën Komunale-Ferizaj,19.03.2012,80082,80082,0,",,ALLMAKES GLOBALSERVICES,,",GLLOGOC,2,1,1
2,11,5,3,6,45,Riparimi i nyjeve sanitare në QMF-IV në Ferizaj,22.03.2012,7493,7493,0,"NPN. ,,BVB COM,,",FERIZAJ,1,1,1
2,12,2,3,1,45,Hartimi i planit rregullues (Zona e II-të) e qytetit Ferizaj,27.03.2012,170000,97755,0,",,INSI,, SHPK.",PRISHTINË,2,1,1
2,13,2,3,6,35,Bartja e lojtarëve të klubeve sportive të Ferizajt,29.03.2012,1990,1990,0,"NT.,,Arbeni Tours,,",FERIZAJ,1,1,1
