,1,2,2,1,93,"Pastrimi i rrugeve,trotareve dhe mirmbajtja e varrezave te deshmoreve, lumit dhe parkut ne komunen e Vitisë",28.02.2014,"34,000.00","39,420.87",0,ECOHIGJIENA,Gjilan,1,1,2
,2,2,3,6,64,Shërbimet e internetit për shkollat e komunës së Vitisë,01.03.2014,"2,520.00","2,511.60",0,COMNET,Ferizaj,1,1,1
,3,1,3,6,31,Furnizimi me material të imët dhe pajisje teknike për të gjitha njësite shpenzuese të komunës,27.02.2014,"9,800.00","9,267.70",0,AGROSODOVINA,Viti,1,1,1
,4,1,3,6,93,Furnizimi me fishekzjarre për festën e 17 Shurtit,14.02.2014,380,380,0,FITORE,Viti,1,1,1
,5,1,3,6,78,Publikimi i shpalljeve dhe njoftimeve ne gazeta,05.03.2014,"3,000.00","3,425.00",0,GRUPI KOHA,,1,1,1
,6,2,3,6,50,Mirmbajtja e ndriçimit publik ne qytetin e Vitise dhe lokalitete tjera,12.03.2014,"9,000.00","5,235.00",0,BAGDAT,Viti,1,1,1
,7,1,3,6,78,Furnizimi me material reklamues të gravuar dhe solemn për nevojat e komunës,18.03.2014,"9,900.00","9,903.00",0,DESIGN PROJECT TECHNOLOGY,Prishtine,1,1,1
,8,1,3,6,31,Furnizimi me tonera për nevojat e admnistratës,01.04.2014,"9,990.00","7,651.10",0,CONNECT,Ferizaj,1,1,1
,9,1,3,6,17,Furnizimi me perde dhe tepison,27.03.2014,"5,000.00","7,100.00",0,VSA GROUP,Viti,1,1,1
,10,1,4,7,25,Furnizimi me dhurata për festën e 7 Marsit,06.03.2014,820,820,0,EURO SHOP,Viti,1,1,1
,11,1,4,7,40,Furnizimi me stilograf kualitativ me mbishkrim,06.03.2014,980,980,0,ARTI-G,Viti,1,1,1
,12,1,2,1,33,Furnizimi me reagenca laboratorike,30.05.2014,"20,000.00","22,569,07",0,BIO LAB,Gjilan,1,1,1
,13,1,4,7,93,Furnizimi me oksigjen,18.05.2014,"1,000.00",995,0,AUTOGENI ADA GAS,Gjilan,1,1,1
